Index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
849,Ford Figo Diesel Titanium,2011,190000,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
850,Toyota Innova 2.5 G4 Diesel 7-seater,2009,395000,200000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
851,Toyota Fortuner 3.0 Diesel,2010,800000,125000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171,343Nm@ 1400-3400rpm,7
852,Hyundai i20 1.2 Sportz,2011,315000,80000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80,"11.4 kgm at 4,000 rpm",5
853,Audi A4 2.0 TDI,2014,1600000,44000,Diesel,Individual,Automatic,Second Owner,16.55 kmpl,1968 CC,147.51,320Nm@ 1750-2500rpm,5
854,Toyota Etios GD,2013,409999,90000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04,170Nm@ 1800-2400rpm,5
855,Hyundai i20 Sportz 1.2,2013,340000,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85,113.7Nm@ 4000rpm,5
856,Hyundai EON Magna Plus,2015,270000,43000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
857,Tata Zest Quadrajet 1.3 75PS XE,2017,280000,80000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74,190Nm@ 1750-3000rpm,5
858,Tata Indica Vista Quadrajet VX,2012,130000,60000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74,190Nm@ 1750-3000rpm,5
859,Hyundai EON Era Plus,2014,260000,18945,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
860,Hyundai Grand i10 1.2 CRDi Asta,2018,710000,70000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97,190.24nm@ 1750-2250rpm,5
861,Maruti Eeco Smiles 7 Seater Standard,2013,204999,100000,Petrol,Individual,Manual,Third Owner,15.1 kmpl,1196 CC,73,101Nm@ 3000rpm,7
862,Datsun GO Plus Anniversary Edition,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67,104Nm@ 4000rpm,7
863,Maruti Swift Dzire VDi,2009,180000,144000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
864,Mahindra TUV 300 T6 Plus,2016,700000,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100,240Nm@ 1600-2800rpm,7
865,Hyundai i20 1.4 CRDi Magna,2012,320000,107825,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90,22.4 kgm at 1750-2750rpm,5
866,Maruti Alto 800 VXI Plus,2020,370000,15000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
867,Renault KWID RXT Optional,2018,340000,10000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
868,Maruti XL6 Alpha,2019,1040000,1620,Petrol,Individual,Manual,First Owner,19.01 kmpl,1462 CC,103.2,138nm@ 4400rpm,6
869,Hyundai i20 Active SX Diesel,2018,750000,30000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.76,219.66nm@ 1500-2750rpm,5
870,Mahindra TUV 300 Plus P4 BSIV,2018,600000,70000,Diesel,Individual,Manual,First Owner,18.49 kmpl,2179 CC,120,280Nm@ 1800-2800rpm,9
871,Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63,180Nm@ 1440-1500rpm,9
872,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,600000,95000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57,200Nm@ 1400-3400rpm,7
873,Tata Tigor 1.05 Revotorq XZ Option,2017,550000,50000,Diesel,Individual,Manual,First Owner,24.7 kmpl,1047 CC,69,140Nm@ 1800-3000rpm,5
874,Honda City i DTEC VX Option,2015,750000,160000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
875,Hyundai Santro Magna BSIV,2019,450000,10000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68,99Nm@ 4500rpm,5
876,Maruti Ertiga VDI,2012,400000,100000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
877,Maruti Swift VDI Optional,2016,520000,50000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74,190Nm@ 2000rpm,5
878,Maruti Alto K10 Knightracer,2013,199000,60000,Petrol,Individual,Manual,Second Owner,20.2 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
879,Chevrolet Beat Diesel LT,2012,150000,110000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6,150Nm@ 1750rpm,5
880,Hyundai i20 Active 1.4 SX with AVN,2016,540000,80000,Diesel,Individual,Manual,Third Owner,21.19 kmpl,1396 CC,88.73,219.66nm@ 1500-2750rpm,5
881,Maruti SX4 ZDI,2011,250000,85000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8,200Nm@ 1750rpm,5
882,Maruti Wagon R LXI Minor,2010,200000,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67,84Nm@ 3500rpm,5
883,Tata Indica V2 2001-2011 eLX,2011,130000,90000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69,140Nm@ 1800-3000rpm,5
884,Maruti 800 AC,2007,90000,90000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
885,Hyundai Verna 1.6 SX,2012,450000,120000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32,259.8Nm@ 1900-2750rpm,5
886,Hyundai Verna CRDi SX ABS,2009,280000,120000,Diesel,Individual,Manual,First Owner,18.1 kmpl,1493 CC,110,"24@ 1,900-2,750(kgm@ rpm)",5
887,Tata New Safari 3L Dicor LX 4x2,2007,280000,160000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2956 CC,138.1,320Nm@ 1700-2700rpm,7
888,Maruti Zen LXI,2006,120000,141000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60,78Nm@ 4500rpm,5
889,Maruti Swift Ldi BSIII,2008,290000,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75,190Nm@ 2000rpm,5
890,Hyundai Creta 1.4 EX Diesel,2019,1000000,15000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7,219.7Nm@ 1500-2750rpm,5
891,Maruti Swift Dzire VDi,2012,415000,108000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
892,Maruti Swift Dzire VDI,2012,415000,108000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
893,Chevrolet Beat Diesel LT,2015,240000,55000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,56.3,142.5Nm@ 1750rpm,5
894,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2010,250000,37944,Diesel,Individual,Manual,First Owner,18.4 kmpl,1248 CC,75,190Nm@ 1750rpm,5
895,Ford Figo Diesel EXI,2011,175000,90400,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
896,Hyundai Verna CRDi SX,2008,220000,85000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110,"24@ 1,900-2,750(kgm@ rpm)",5
897,Maruti Zen D,2003,85000,120000,Diesel,Individual,Manual,Third Owner,20.8 kmpl,1527 CC,58,789Nm@ 2250rpm,5
898,Maruti Swift Dzire VXI 1.2,2019,675000,5000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
899,Renault Duster 85PS Diesel RxL,2016,535000,50000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8,200Nm@ 1750rpm,5
900,Renault Triber RXZ BSIV,2019,675000,5000,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72,96Nm@ 3500rpm,7
901,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,90000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
902,Maruti Ertiga ZDI,2012,425000,96000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8,200Nm@ 1750rpm,7
903,Maruti Eeco 5 Seater AC BSIV,2011,150000,80000,Petrol,Individual,Manual,Third Owner,15.37 kmpl,1196 CC,73,101Nm@ 3000rpm,5
904,Maruti Zen Estilo 1.1 LXI BSIII,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64,84Nm@ 3500rpm,5
905,Mahindra XUV500 W6 2WD,2015,850000,90000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
906,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,330000,193623,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),8
907,Hyundai i20 1.4 Asta Option,2017,850000,63186,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
908,Mahindra Bolero SLX,2008,305000,219000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63,180 Nm at 1440-1500rpm,7
909,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,910000,110000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100,200Nm@ 1400-3400rpm,7
910,Toyota Innova 2.5 VX 8 STR,2012,1100000,151000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),8
911,Maruti Baleno Zeta Automatic,2019,675000,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1,115Nm@ 4000rpm,5
912,Maruti Alto LXi BSIII,2010,150000,91500,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
913,Maruti Swift VDI BSIV,2015,550000,23000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74,190Nm@ 2000rpm,5
914,Volkswagen Vento Diesel Highline,2012,350000,40000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6,250Nm@ 1500-2500rpm,5
915,Maruti Ritz VDi,2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94,190Nm@ 2000rpm,5
916,Toyota Innova Crysta 2.8 GX AT BSIV,2018,1745000,10000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5,360Nm@ 1200-3400rpm,7
917,Mahindra Scorpio 2009-2014 EX 2WD 7S,2014,611000,90000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75,200Nm@ 1400-2200rpm,7
918,Honda Brio S MT,2016,400000,68000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8,109Nm@ 4500rpm,5
919,Hyundai Elantra CRDi SX,2013,700000,120000,Diesel,Individual,Manual,First Owner,22.7 kmpl,1582 CC,126.24,259.87Nm@ 1900-2750rpm,5
920,Chevrolet Sail Hatchback LS ABS,2013,300000,65000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9,205Nm@ 1750rpm,5
921,Hyundai Getz GLS,2005,65000,85000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 CC,83,115Nm@ 3200rpm,5
922,Maruti Wagon R VXI BS IV,2011,200000,94000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
923,Hyundai i20 Asta Option 1.4 CRDi,2015,650000,100000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
924,Hyundai i20 Asta Option 1.4 CRDi,2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
925,Volkswagen Polo Diesel Trendline 1.2L,2013,350000,80000,Diesel,Individual,Manual,Third Owner,22.07 kmpl,1199 CC,73.9,180Nm@ 2000rpm,5
926,Tata Indica V2 DL BSIII,2011,75000,140500,Diesel,Individual,Manual,Third Owner,17.88 kmpl,1396 CC,52.8,85Nm@ 2500rpm,5
927,Maruti Swift Dzire VXi,2010,240000,143000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8,114Nm@ 4000rpm,5
928,Maruti Alto K10 2010-2014 VXI,2013,240000,60000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
929,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,180000,120000,Diesel,Individual,Manual,Second Owner,18.4 kmpl,1248 CC,75,190Nm@ 1750rpm,5
930,Hyundai Santa Fe 4WD AT,2014,900000,80000,Diesel,Individual,Automatic,Second Owner,13.01 kmpl,2199 CC,194.3,436.39Nm@ 1800-2500rpm,7
931,Mahindra Thar DI 4X4,2014,425000,63000,Diesel,Individual,Manual,Second Owner,18.06 kmpl,2523 CC,63,182.5Nm@ 1500-1800rpm,7
932,Chevrolet Spark 1.0 LT,2009,95000,120000,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62,90.3Nm@ 4200rpm,5
933,Maruti Swift Dzire VDI,2018,811000,100000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02,190Nm@ 2000rpm,5
934,Hyundai Verna VTVT 1.6 SX Option,2018,1100000,60000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3,151Nm@ 4850rpm,5
935,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2013,600000,90000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4,171Nm@ 1800rpm,9
936,Maruti Ertiga VDI,2014,550000,50000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
937,Mahindra Scorpio S4 Plus 4WD,2015,715000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120,280Nm@ 1800-2800rpm,7
938,Mahindra Xylo E8 BS4,2010,300000,40000,Diesel,Individual,Manual,First Owner,,,,,
939,Tata Indigo LS BSII,2006,100000,120000,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70,"13.5@ 2,500(kgm@ rpm)",5
940,Mahindra Scorpio EX,2013,500000,195000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75,200Nm@ 1400-2200rpm,8
941,Maruti Wagon R Stingray VXI,2013,350000,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
942,Tata Indica V2 DLS TC,2008,100000,40000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62,"12.5@ 2,500(kgm@ rpm)",5
943,Tata Safari DICOR 2.2 EX 4x2,2012,325000,120000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03,320Nm@ 1700-2700rpm,7
944,Maruti Wagon R LXI BS IV,2012,220000,360003,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
945,Maruti 800 AC,1999,55000,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
946,Renault KWID RXT,2016,330000,20000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
947,Mahindra Bolero 2011-2019 EX NON AC,2014,480000,37000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
948,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,57000,Diesel,Individual,Manual,Second Owner,25.1 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
949,Hyundai Verna Transform SX VGT CRDi,2011,300000,110000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110,24 KGM at 1900-2750 RPM,5
950,Hyundai Verna Xi (Petrol),2006,170000,110000,Petrol,Individual,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC,103.2,"14.9@ 3,000(kgm@ rpm)",5
951,Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013,850000,120000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57,200Nm@ 1400-3400rpm,8
952,Tata Tigor 2017-2020 XZ Plus Diesel,2019,900000,8079,Diesel,Dealer,Manual,First Owner,24.7 kmpl,1047 CC,69,140Nm@ 1800-3000rpm,5
953,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015,1325000,114368,Diesel,Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6,200Nm@ 1200-3600rpm,7
954,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,350000,79990,Diesel,Dealer,Manual,Second Owner,17.8 kmpl,1399 CC,67,160Nm@ 2000rpm,5
955,Ford Figo Diesel Titanium,2012,425000,81632,Diesel,Dealer,Manual,First Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
956,Ford Aspire Titanium Diesel BSIV,2016,600000,155201,Diesel,Dealer,Manual,First Owner,26.1 kmpl,1498 CC,99.23,215Nm@ 1750-3000rpm,5
957,Ford Ecosport 1.5 DV5 MT Titanium,2014,750000,101504,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84,204Nm@ 2000-2750rpm,5
958,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000,90165,Diesel,Dealer,Manual,First Owner,17.8 kmpl,1399 CC,67,160Nm@ 2000rpm,5
959,Ford Figo Titanium Diesel BSIV,2010,325000,86017,Diesel,Dealer,Manual,Second Owner,25.5 kmpl,1498 CC,99.23,215Nm@ 1750-3000,5
960,Mahindra XUV500 W8 2WD,2013,900000,85036,Diesel,Dealer,Manual,Second Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
961,Fiat Punto 1.3 Emotion,2013,350000,160254,Diesel,Dealer,Manual,Second Owner,,,,,
962,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,22.77 kmpl,1498 CC,98.59,205Nm@ 1750-3250rpm,5
963,Hyundai Verna VTVT 1.6 SX Option,2019,1100000,10000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3,151Nm@ 4850rpm,5
964,Tata Tiago 1.2 Revotron XZ,2017,520000,20000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84,114Nm@ 3500rpm,5
965,Mahindra Scorpio S10 7 Seater,2015,885000,170000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120,280Nm@ 1800-2800rpm,7
966,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,950000,40000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1497 CC,108.5,260Nm@ 1500-2750rpm,5
967,Honda City 1.5 E MT,2008,229999,120000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118,146Nm at 4800 rpm,5
968,Maruti Ritz VDi,2013,409999,100000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94,190Nm@ 2000rpm,5
969,Ford Fiesta EXi 1.4 TDCi Ltd,2011,300000,110000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,68,"16.3@ 2,000(kgm@ rpm)",5
970,Tata Indica V2 DLG TC,2008,175000,120000,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,68,"13@ 2,500(kgm@ rpm)",5
971,Maruti Alto LX,2000,108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
972,Maruti Celerio ZXI,2017,425000,40000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
973,Chevrolet Optra Magnum 2.0 LS,2011,272000,170000,Diesel,Individual,Manual,Fourth & Above Owner,16.52 kmpl,1991 CC,123.7,305Nm@ 2000rpm,5
974,Hyundai i10 Magna 1.1L,2013,310000,70000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05,99.04Nm@ 4500rpm,5
975,Hyundai Creta 1.4 CRDi S Plus,2017,1125000,105000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7,219.7Nm@ 1500-2750rpm,5
976,Hyundai Xcent 1.2 Kappa S Option,2014,450000,46000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,81.86,113.75Nm@ 4000rpm,5
977,Volkswagen Polo Diesel Highline 1.2L,2011,388000,80000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9,180Nm@ 2000rpm,5
978,Hyundai Verna Transform SX VTVT,2011,400000,60000,Petrol,Individual,Manual,First Owner,16.2 kmpl,1599 CC,103.2,14.9 KGM at 3000 RPM,5
979,Honda City i DTEC VX,2015,760000,70000,Diesel,Individual,Manual,Third Owner,25.1 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
980,Maruti Alto LXi,2009,120000,90000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
981,Maruti Swift Dzire VDI,2019,757000,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02,190Nm@ 2000rpm,5
982,Maruti Alto 800 VXI,2015,270000,53000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
983,Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55 kmpl,2179 CC,118.35,250Nm@ 1500-3000rpm,7
984,Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
985,Toyota Fortuner 4x2 Manual,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2982 CC,168.5,343Nm@ 1400-3400rpm,7
986,Mahindra Thar CRDe AC,2014,700000,24000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105,247Nm@ 1800-2000rpm,6
987,Honda Mobilio S i DTEC,2016,450000,100000,Diesel,Individual,Manual,Second Owner,24.2 kmpl,1498 CC,98.6,200Nm@ 1750rpm,7
988,Mahindra KUV 100 G80 K8,2018,650000,6000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82,115Nm@ 3500-3600rpm,6
989,Mahindra XUV500 W8 2WD,2013,950000,49700,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
990,Toyota Innova 2.5 E Diesel MS 7-seater,2007,626000,80000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
991,Toyota Qualis Fleet A3,2000,200000,100000,Diesel,Individual,Manual,First Owner,,,,,
992,Maruti Swift Dzire AMT VXI,2019,600000,10000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
993,Renault KWID RXT Optional,2019,290000,21000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
994,Maruti Alto K10 2010-2014 VXI,2013,215000,25000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
995,Renault KWID RXT Optional,2016,250000,22000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
996,Maruti Ertiga SHVS ZDI Plus,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
997,Maruti Alto K10 VXI,2016,250000,20000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
998,Honda BRV i-VTEC V CVT,2017,950000,15000,Petrol,Individual,Automatic,First Owner,15.4 kmpl,1497 CC,117.3,145Nm@ 4600rpm,7
999,Ford Figo Aspire 1.5 TDCi Titanium,2018,793000,30000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99,215Nm@ 1750-3000rpm,5
1000,Hyundai Creta 1.6 CRDi SX Option,2015,750000,74000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2,259.9Nm@ 1900-2750rpm,5
1001,Honda Jazz V CVT,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7,110Nm@ 4800rpm,5
1002,Hyundai Grand i10 CRDi Sportz,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70,160Nm@ 1500-2750rpm,5
1003,BMW X6 xDrive30d,2013,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2 kmpl,2993 CC,241,540Nm@ 2000rpm,4
1004,Maruti Swift Dzire ZXI Plus,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
1005,Honda Jazz 1.2 V i VTEC,2016,625000,54000,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7,110Nm@ 4800rpm,5
1006,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0 kmpl,2143 CC,204,500Nm@ 1600-1800rpm,5
1007,Maruti Ignis 1.3 AMT Zeta,2017,625000,37000,Diesel,Individual,Automatic,First Owner,26.8 kmpl,1248 CC,74,190Nm@ 2000rpm,5
1008,Chevrolet Cruze LTZ AT,2011,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1 kmpl,1991 CC,147.9,327Nm@ 2600rpm,4
1009,Toyota Corolla Altis 1.8 G,2018,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28 kmpl,1798 CC,138.03,173Nm@ 4000rpm,5
1010,Toyota Corolla Altis 1.8 VL AT,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53 kmpl,1794 CC,138.1,173Nm@ 4000rpm,5
1011,Mercedes-Benz GLA Class 200 CDI SPORT,2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9 kmpl,2143 CC,136,300Nm@ 1600-3000rpm,5
1012,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5,360Nm@ 1200-3400rpm,8
1013,Kia Seltos HTX Plus AT D,2020,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8 kmpl,1493 CC,113.4,250nm@ 1500-2750rpm,5
1014,Maruti Ciaz RS ZDi Plus SHVS,2017,844999,70000,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
1015,Skoda Rapid 1.5 TDI AT Style Plus,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66 kmpl,1498 CC,103.52,250Nm@ 1500-2500rpm,5
1016,Maruti Swift ZXI 2018,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
